"scenario_label","method_label","n_counts","mean_term1_correct","mean_term1_incorrect","mean_term2_correct","mean_term2_incorrect","mean_term1_diff","mean_term2_diff"
"S2: Moderate Dispersed (5x)","Non-Multinomial",2,0.564659471703828,0.606746443682084,0.0918851927348638,0.195620566264412,-0.042086971978256,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",3,0.458802645924909,0.519597316188497,0.0918851927348638,0.195620566264412,-0.0607946702635883,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",4,0.408268232033471,0.472625373440339,0.0918851927348638,0.195620566264412,-0.064357141406868,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",5,0.372872556876825,0.443017062704426,0.0918851927348638,0.195620566264412,-0.0701445058276011,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",10,0.293771196281298,0.380651455816546,0.0918851927348638,0.195620566264412,-0.0868802595352482,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",25,0.23387001662067,0.338029803523345,0.0918851927348638,0.195620566264412,-0.104159786902675,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",50,0.210499975088519,0.322905144816113,0.0918851927348638,0.195620566264412,-0.112405169727594,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",100,0.197597054963338,0.314908753759275,0.0918851927348638,0.195620566264412,-0.117311698795937,-0.103735373529548
"S2: Moderate Dispersed (5x)","Non-Multinomial",500,0.186761007817687,0.308532867531163,0.0918851927348638,0.195620566264412,-0.121771859713477,-0.103735373529548
"S3: Extreme Dispersed (20x)","Multinomial",1,0.942365662060033,0.94287086157092,0.471315222632669,0.471390034530114,-0.000505199510886521,-7.48118974448486e-05
"S3: Extreme Dispersed (20x)","Multinomial",2,0.716995369319525,0.787597044317885,0.357195048209607,0.417716328659616,-0.0706016749983603,-0.0605212804500091
"S3: Extreme Dispersed (20x)","Multinomial",3,0.603897428244226,0.71191447215187,0.303819855678453,0.392412822102897,-0.108017043907644,-0.0885929664244436
"S3: Extreme Dispersed (20x)","Multinomial",4,0.534211536892427,0.667259037583395,0.268525712311605,0.378270491228372,-0.133047500690968,-0.109744778916767
"S3: Extreme Dispersed (20x)","Multinomial",5,0.485173948993435,0.637283054567999,0.242477594859357,0.368862864335539,-0.152109105574564,-0.126385269476182
"S3: Extreme Dispersed (20x)","Multinomial",10,0.368898929866761,0.572782575477694,0.184520103964398,0.34733825945816,-0.203883645610933,-0.162818155493762
"S3: Extreme Dispersed (20x)","Multinomial",25,0.273656998240974,0.529349691646449,0.137780405749765,0.334531202428372,-0.255692693405475,-0.196750796678607
"S3: Extreme Dispersed (20x)","Multinomial",50,0.233313708764955,0.514166123133452,0.117566558799022,0.32968329136889,-0.280852414368498,-0.212116732569868
"S3: Extreme Dispersed (20x)","Multinomial",100,0.209679845968591,0.506252336604886,0.105226148364153,0.327542682647579,-0.296572490636295,-0.222316534283426
